mean_vel,std_vel,temp_ste,temp_mag,temp_roms,temp_mean,temp_tc,temp_zcr,temp_itv,temp_var,temp_std,temp_skewness,temp_kurtosis,temp_ce,temp_ce_norm,temp_crest,temp_max2min,temp_mag2rms,temp_rms2,temp_rssl,temp_mnp,temp_adp,temp_ety,temp_md,temp_iqr2,spec_f0,spec_ste,spec_mag,spec_sc,spec_si,spec_sim,spec_sfm,spec_flux,spec_sro,spec_var,spec_std,spec_skw,spec_kts,spec_max2min,spec_mag2rms,spec_mnp,spec_adp,spec_ety,spec_cov1,spec_cov2,spec_cov3,spec_peaks1,spec_peaks2,spec_peaks3,spec_peaks4,spec_peaks5,spec_peaks6,spec_peaks7,spec_peaks8,spec_peaks9,spec_peaks10,spec_peaks11,spec_peaks12,spec_power1,spec_power2,spec_power3,spec_power4,spec_power5,spec_iqr2,label
0.8733594767,0.0084362228,0.0805255649,0.2453132015,0.2193263378,0.5257714716,0.4760760191,0.8086419753,0.1180124988,0.0805255649,0.2193263378,0.1299580009,0.0064607160,0.2377103231,0.2377103231,0.1433691478,0.1180124988,0.0983356884,0.2193263378,0.2193263378,0.8551724138,0.0980748391,0.7667449718,0.8824844701,0.2687501110,0.9960784314,0.0580623931,0.1813473465,0.7288028185,0.3345788554,0.6578953225,0.5829847418,0.1917228656,0.7500000000,0.0601330048,0.1830910515,0.1138234108,0.0216881480,0.1512365686,0.1041678211,0.5625000000,0.3414634146,0.8443778380,0.0805255649,0.3055555556,0.4185540187,0.0298507463,0.0718232044,0.0658436214,0.0673400673,0.0512048193,0.0545977011,0.0070151189,0.0017828109,0.0500307024,0.0209268191,0.0398803024,0.0323391912,0.0402871469,0.0335390639,0.0169815290,0.0310874323,0.0577765916,0.1621350157,bom
0.8064432314,0.0671815729,0.1633851730,0.3497137348,0.3470936128,0.3662225072,0.5308140747,0.8004115226,0.2551227656,0.1633851730,0.3470936128,0.2362943355,0.0413680012,0.3509203718,0.3509203718,0.2796303863,0.2551227656,0.3036994035,0.3470936128,0.3470936128,0.8413793103,0.1041427893,0.5768166423,0.7885851192,0.3221517436,0.0313725490,0.1047238333,0.2850541738,0.5770640066,0.4803225674,0.5027483496,0.7367022023,0.2167525790,0.7678571429,0.0856827017,0.2322829475,0.0758915673,0.0179283106,0.2198685788,0.0979671829,0.5000000000,0.4000000000,0.8310743448,0.1633851730,0.6388888889,0.4659724104,0.2985074627,0.1270718232,0.1316872428,0.1582491582,0.1656626506,0.7787356322,0.0203875884,0.0487789714,0.1115664908,0.0446596499,0.0204667558,0.0332990236,0.1020087289,0.0974923955,0.0729309813,0.0662185891,0.0985284022,0.2352960603,regular
0.7797913350,0.0161726491,0.1164484107,0.3110868151,0.2798052839,0.6548936526,0.5071003664,0.8683127572,0.1824314196,0.1164484107,0.2798052839,0.1694287895,0.0132382641,0.3198240809,0.3198240809,0.2177577472,0.1824314196,0.1957217996,0.2798052839,0.2798052839,0.8689655172,0.0882035384,0.6688015515,0.8292262301,0.3225055727,0.8862745098,0.0736813845,0.1958247910,0.9294256024,0.3351495121,0.5941634130,0.2982456756,0.1995252451,0.8750000000,0.0929034608,0.2449456584,0.1692130857,0.0461026641,0.2738789142,0.2195852650,0.5937500000,0.2948207171,0.6810794432,0.1164484107,0.1388888889,0.4739859168,0.4328358209,0.1657458564,0.1234567901,0.1178451178,0.1084337349,0.2787356322,0.0081945793,0.0145518990,0.0338877020,0.0054996333,0.0343015054,0.0169531595,0.0265816392,0.0340661883,0.0336563688,0.0441134294,0.0546052273,0.2328852699,bom
0.7441992995,0.0369461304,0.1912014891,0.3717043380,0.3827113843,0.4896579600,0.7024994818,0.8271604938,0.3543153374,0.1912014891,0.3827113843,0.2396230678,0.0600853546,0.4264280902,0.4264280902,0.4109538097,0.3543153374,0.3429794228,0.3827113843,0.3827113843,0.7793103448,0.1522303319,0.4547986034,0.7396521325,0.3487647288,0.8313725490,0.0669818726,0.1911903411,0.8739083443,0.3412668085,0.6268540878,0.5090984891,0.2024009623,0.8571428571,0.0774355315,0.2172180713,0.2174376877,0.0927854331,0.3546838520,0.3498091943,0.5625000000,0.3414634146,0.5450139279,0.1912014891,0.1388888889,0.5186028061,0.0149253731,0.0718232044,0.1522633745,0.2087542088,0.4728915663,0.8850574713,0.0266703134,0.0183800766,0.0459732922,0.0066409092,0.0083234480,0.0202160354,0.0283277093,0.0487210078,0.0552255323,0.0798495546,0.1322306088,0.1982840647,regular
0.7273202508,0.0649194789,0.1973551595,0.3915518840,0.3902530683,0.3830457447,0.6346745048,0.8312757202,0.2772768497,0.1973551595,0.3902530683,0.1967867380,0.0345911677,0.4268926836,0.4268926836,0.2688541636,0.2772768497,0.2195873477,0.3902530683,0.3902530683,0.8137931034,0.1263328002,0.6003903918,0.8390637340,0.3605255174,0.8588235294,0.0794581547,0.2034943240,0.9297051991,0.3463882501,0.6057269059,0.4288531722,0.2314945096,0.8928571429,0.1025581508,0.2611990852,0.2028179793,0.0622817920,0.3215404598,0.2657744413,0.5625000000,0.3228063356,0.6096544464,0.1973551595,0.4444444444,0.5132464064,0.0149253731,0.0441988950,0.0740740741,0.0673400673,0.0722891566,0.1293103448,0.0288498834,0.0089491586,0.0206250879,0.0153656084,0.0393799935,0.0416828480,0.0238434138,0.0529973239,0.0501946685,0.0748840002,0.1748712626,0.1963411491,regular
0.5028216601,0.6843383589,0.0533250491,0.1637465126,0.1650260141,0.4661444540,0.4937285598,0.4506172840,0.1528574639,0.0533250491,0.1650260141,0.1422444427,0.0332315473,0.1268487594,0.1268487594,0.3343379751,0.1528574639,0.2630048816,0.1650260141,0.1650260141,0.6551724138,0.2555985674,0.5352757679,0.8072703766,0.1531174101,0.0000000000,0.0253187819,0.0987426691,0.4744224400,0.1999616404,0.7737887813,0.5616455284,0.1072174688,0.6607142857,0.0275021727,0.1043071522,0.1860381636,0.0616445988,0.1617370772,0.2683139210,0.5625000000,0.3414634146,0.6241453235,0.0533250491,0.4722222222,0.4461840158,0.0298507463,0.0220994475,0.0288065844,0.0370370370,0.0481927711,0.0316091954,0.0534404052,0.0077976197,0.0672500400,0.0180528083,0.0969609741,0.1003356853,0.0351838475,0.0907184178,0.0254211533,0.0354201100,0.0569295938,0.0890349738,bom
0.4701125847,0.3902311490,0.0552074539,0.1861843963,0.1691162009,0.4374320520,0.4171415893,0.3991769547,0.0756998784,0.0552074539,0.1691162009,0.1539188893,0.0070992539,0.1276689366,0.1276689366,0.0915486510,0.0756998784,0.0639824711,0.1691162009,0.1691162009,0.4068965517,0.4826987733,0.8353816126,0.8856692606,0.1863420878,0.0431372549,0.0412406360,0.1466209172,0.4836485814,0.2816022572,0.6754153860,0.5485933893,0.1293136214,0.5892857143,0.0400753749,0.1376717180,0.1316019457,0.0392650798,0.1563528752,0.1665110795,0.5937500000,0.3040368646,0.7550077342,0.0552074539,0.6666666667,0.4470725202,0.0149253731,0.1325966851,0.1193415638,0.1077441077,0.1536144578,0.2040229885,0.0064085135,0.0117401664,0.0216109352,0.1389807140,0.0076641831,0.0123131335,0.0197214643,0.1127569099,0.0156215981,0.0674928185,0.0555383645,0.1552987049,bom
0.4659915461,0.0244063620,0.0628153455,0.2002243302,0.1850829407,0.2539096256,0.5040456258,0.3374485597,0.0780240832,0.0628153455,0.1850829407,0.1556430389,0.0072130321,0.1185918234,0.1185918234,0.0779471478,0.0780240832,0.0592731950,0.1850829407,0.1850829407,0.5241379310,0.3629766503,0.8504733150,0.7943085032,0.1923325060,0.0352941176,0.0454695883,0.1241389166,0.2523433694,0.2231548845,0.7343124744,0.2825250006,0.1950580984,0.4642857143,0.0699145287,0.2028442339,0.3390838656,0.1792200409,0.3963050376,0.5238415268,0.6250000000,0.2766078543,0.3590487580,0.0628153455,0.8333333333,0.4703177788,0.1194029851,0.0441988950,0.0576131687,0.0976430976,0.0783132530,0.1867816092,0.0150219558,0.0174043177,0.0168192274,0.3372097309,0.0189836745,0.0818160808,0.0314875321,0.1305921323,0.0269713242,0.0893588368,0.0927236617,0.1049539612,bom
0.5359811473,0.1502381283,0.0668886135,0.1807716758,0.1932937969,0.8507512614,0.6046801442,0.4053497942,0.2016411434,0.0668886135,0.1932937969,0.2205546249,0.0523998714,0.1539726991,0.1539726991,0.4135800338,0.2016411434,0.2823707347,0.1932937969,0.1932937969,0.5724137931,0.3253693165,0.4552055224,0.8904571080,0.1627176847,0.0352941176,0.0290717528,0.0922435685,0.3340543241,0.1828132810,0.7760411998,0.4633788036,0.1317339587,0.5178571429,0.0427944291,0.1443079761,0.4284622194,0.2564782341,0.3249003911,0.5506204981,0.6875000000,0.2325581395,0.3296817769,0.0668886135,0.0000000000,0.3622792348,0.0149253731,0.0165745856,0.0370370370,0.0538720539,0.0421686747,0.0890804598,0.0581098731,0.0267310064,0.0643785552,0.0335258275,0.1833891119,0.0246354124,0.0473446571,0.0899959664,0.0157425923,0.0461234129,0.0842079757,0.0739061982,regular
0.6877258022,0.0624320912,0.0868838946,0.2473623085,0.2307983841,0.5288378446,0.3935062698,0.6111111111,0.1042502753,0.0868838946,0.2307983841,0.1509617879,0.0076732478,0.2254113513,0.2254113513,0.0947024099,0.1042502753,0.0758446160,0.2307983841,0.2307983841,0.6137931034,0.2888272982,0.8264573968,0.8353965998,0.2539173830,0.3764705882,0.0673458469,0.1972587797,0.5583178007,0.3499138914,0.6461699963,0.5306094499,0.2213298593,0.7678571429,0.0726768598,0.2081993699,0.1165897530,0.0232795142,0.1948769422,0.1357081536,0.5625000000,0.3601204936,0.7995889993,0.0868838946,0.8055555556,0.4368485452,0.0746268657,0.0441988950,0.0823045267,0.0808080808,0.1807228916,0.1724137931,0.0207871935,0.0293793050,0.0129087813,0.0408424741,0.0119954895,0.0195043995,0.0357405640,0.0453693341,0.0284766804,0.0337763146,0.1678470979,0.2080652210,bom
0.7174063524,0.0418869542,0.0888643811,0.2469306215,0.2342951301,0.4651687899,0.5895744631,0.6296296296,0.1472734738,0.0888643811,0.2342951301,0.1913292307,0.0183727225,0.2390972754,0.2390972754,0.1970331459,0.1472734738,0.2098246038,0.2342951301,0.2342951301,0.6827586207,0.2305936707,0.6865500074,0.7942234896,0.2438434443,0.0431372549,0.0481011360,0.1603995674,0.5216210344,0.3035006610,0.6397698158,0.5843328467,0.1353766880,0.6428571429,0.0490637174,0.1589817096,0.1289847181,0.0286212240,0.1481834650,0.1273701421,0.8125000000,0.1418326693,0.7978031964,0.0888643811,0.6944444444,0.4513747083,0.0149253731,0.0055248619,0.0000000000,0.0437710438,0.0331325301,0.0431034483,0.0144467508,0.0053281292,0.0275635658,0.0418359891,0.0681755210,0.0849379379,0.0363297588,0.0678994594,0.0205186616,0.0564647072,0.0636156238,0.1533319076,bom
0.7867434748,0.0136628505,0.1872321899,0.3763441741,0.3777857655,0.5120982354,0.5151238351,0.6913580247,0.2680141360,0.1872321899,0.3777857655,0.2116165246,0.0374964415,0.3780764870,0.3780764870,0.2667578131,0.2680141360,0.2300470797,0.3777857655,0.3777857655,0.7586206897,0.1660845838,0.5956498671,0.8415475476,0.3488674238,0.0392156863,0.1023109220,0.2562056795,0.6510860944,0.4244464413,0.5881341329,0.5428352507,0.2969057787,0.8035714286,0.1135594822,0.2788885750,0.1574342782,0.0403421735,0.2585096367,0.1382278186,0.7187500000,0.1981041352,0.7779200843,0.1872321899,0.5000000000,0.4563243391,0.0895522388,0.1436464088,0.1316872428,0.1111111111,0.1204819277,0.1149425287,0.0119638231,0.0380840814,0.1194640668,0.0948183656,0.0434472786,0.0634262272,0.0792443422,0.1191677940,0.0671152476,0.1294355965,0.1377572210,0.2525693713,regular
0.7643811682,0.0129624884,0.1559292117,0.3185587308,0.3370717516,0.3961475204,0.3034695546,0.6934156379,0.2465600031,0.1559292117,0.3370717516,0.2235282337,0.0414455489,0.3332867304,0.3332867304,0.2758997189,0.2465600031,0.2338608800,0.3370717516,0.3370717516,0.8000000000,0.1366104594,0.5677843391,0.7826822850,0.2696733821,0.8392156863,0.1450678709,0.3471399860,0.6452727237,0.5458118889,0.4791087130,0.6962153183,0.3012193932,0.6428571429,0.1208630327,0.2901986956,0.0770068154,0.0203075419,0.2765729405,0.0976204035,0.6875000000,0.2414527935,0.8499220785,0.1559292117,0.4722222222,0.4872297227,0.1791044776,0.0828729282,0.1193415638,0.1212121212,0.1024096386,0.2385057471,0.0275644715,0.0148817096,0.0638920597,0.0505440829,0.0136362749,0.0306839508,0.0441096513,0.0476856599,0.0888851211,0.1352722517,0.1243957121,0.3275437792,regular
0.8027660309,0.0391626743,0.0771191554,0.2260901110,0.2130161901,0.7708304296,0.4852786435,0.8292181070,0.1282616640,0.0771191554,0.2130161901,0.1439555103,0.0124432745,0.2404606977,0.2404606977,0.1786204414,0.1282616640,0.1152680781,0.2130161901,0.2130161901,0.8551724138,0.0922472037,0.7133692749,0.8396534452,0.1986341552,0.9098039216,0.0487860067,0.1502422287,0.8128223572,0.2716005805,0.6935164427,0.3981747208,0.1783176472,0.7857142857,0.0595701944,0.1819135758,0.1602324476,0.0350677812,0.1804553063,0.1734712737,0.6250000000,0.2675014229,0.7059672713,0.0771191554,0.4166666667,0.4099451766,0.0447761194,0.1325966851,0.1152263374,0.1447811448,0.2018072289,0.4109195402,0.0086748747,0.0038370981,0.0553649449,0.0198454280,0.0211618705,0.0175515450,0.0184017586,0.0301930235,0.0299814000,0.0287401484,0.0414880159,0.1030899725,bom
0.8310893161,0.0322947713,0.0584457739,0.1837262106,0.1760189325,0.2070359323,0.4461136806,0.5905349794,0.1580966089,0.0584457739,0.1760189325,0.1940564004,0.0397522725,0.1779037055,0.1779037055,0.3263368252,0.1580966089,0.3588869367,0.1760189325,0.1760189325,0.6827586207,0.2285180746,0.5572832626,0.8791167400,0.1879959482,0.9568627451,0.0402845411,0.1414828107,0.7205260093,0.2654369631,0.7145661041,0.4661349071,0.1518858015,0.7678571429,0.0413263256,0.1407468220,0.1061698265,0.0302809410,0.1849122892,0.2184387315,0.6250000000,0.2766078543,0.6979017634,0.0584457739,0.7777777778,0.4297021119,0.0149253731,0.0607734807,0.0658436214,0.0639730640,0.0572289157,0.0431034483,0.0140700567,0.0105974667,0.0110471654,0.0164321657,0.0374827976,0.0286612362,0.0210324110,0.0413295348,0.0159862804,0.0284885101,0.0839245257,0.1686629490,bom
0.7437337614,0.0914387168,0.1937321766,0.3482490221,0.3858265900,0.5158057592,0.8105849375,0.6584362140,0.2918396289,0.1937321766,0.3858265900,0.2134471269,0.0487710464,0.3821319257,0.3821319257,0.2988961012,0.2918396289,0.2588674119,0.3858265900,0.3858265900,0.6758620690,0.2300291542,0.5308611922,0.7724148488,0.2783223312,0.0313725490,0.0418534956,0.1465993143,0.6541777541,0.2813683309,0.6989099214,0.5911169574,0.1484730474,0.7500000000,0.0419147879,0.1421803272,0.1178641539,0.0272651449,0.1654692181,0.1810844112,0.5000000000,0.3426294821,0.7238044445,0.1937321766,0.8055555556,0.4648576591,0.0149253731,0.0331491713,0.0288065844,0.0269360269,0.0180722892,0.0373563218,0.0194800324,0.0209489528,0.0404883024,0.1245012072,0.0983705001,0.2105515374,0.1013918560,0.1262826293,0.1602646351,0.0896379653,0.1410550494,0.1106146016,regular
0.6849373229,0.0093396642,0.1272608020,0.2707480565,0.2962787001,0.2791793271,0.4468256042,0.6419753086,0.2534792900,0.1272608020,0.2962787001,0.2430787923,0.0592063619,0.3133468824,0.3133468824,0.3464710314,0.2534792900,0.2514823948,0.2962787001,0.2962787001,0.6896551724,0.2208054768,0.4938426764,0.7455930436,0.2305530846,0.7803921569,0.0756050307,0.2219411941,0.7186441348,0.3880603875,0.5754311895,0.5538544948,0.1903618542,0.8035714286,0.0722207404,0.2073213881,0.0796474454,0.0138882674,0.1656592657,0.0804815026,0.6250000000,0.3039271485,0.8828366565,0.1272608020,0.0000000000,0.4606493646,0.0298507463,0.0386740331,0.0411522634,0.0336700337,0.0542168675,0.0804597701,0.0186255090,0.0056697179,0.0407655203,0.0330782860,0.0162510521,0.0231269162,0.0434971793,0.0281495402,0.0654242147,0.0537968711,0.1406611617,0.2409827731,regular
0.6767553342,0.0191495935,0.2305647530,0.4438585535,0.4291581162,0.1477713043,0.3934312683,0.6872427984,0.1951788505,0.2305647530,0.4291581162,0.1976175593,0.0165978972,0.4470856383,0.4470856383,0.0986094025,0.1951788505,0.0966292466,0.4291581162,0.4291581162,0.6413793103,0.2588136842,0.8035510371,0.6964638533,0.4013056378,0.9333333333,0.2171070220,0.4277933230,0.7241867252,0.6131424557,0.4287171377,0.6556611795,0.4094519077,0.8392857143,0.2059007399,0.4038164010,0.1105134952,0.0260116071,0.3939076050,0.1268246180,0.7187500000,0.1981041352,0.8002327018,0.2305647530,0.5833333333,0.5217656225,0.0298507463,0.0718232044,0.0699588477,0.1010101010,0.0963855422,0.1637931034,0.0671241335,0.0102370273,0.0240429590,0.0334126606,0.0439061604,0.0445187035,0.0247834247,0.0609557872,0.0891964846,0.0615200623,0.3224626930,0.3929859005,regular
0.6672696034,0.0072454598,0.1007389065,0.2670960834,0.2545709013,0.5983608842,0.5347588920,0.6646090535,0.1623696142,0.1007389065,0.2545709013,0.1735852560,0.0168286092,0.2629341015,0.2629341015,0.2055697301,0.1623696142,0.1847350498,0.2545709013,0.2545709013,0.5931034483,0.3047903368,0.6744823666,0.8568685293,0.2485984339,0.7607843137,0.0734907110,0.2138601204,0.7250021717,0.3740853189,0.5869556733,0.5151142795,0.1926611354,0.6785714286,0.0743450773,0.2113899709,0.0870638797,0.0139707276,0.1770299266,0.0980101890,0.7187500000,0.1981041352,0.8574018012,0.1007389065,0.4444444444,0.4236417036,0.2537313433,0.0994475138,0.0946502058,0.0841750842,0.0903614458,0.1580459770,0.0069348753,0.0060986158,0.0462824485,0.0148613175,0.0131547228,0.0143766365,0.0253952809,0.0224321117,0.0334717687,0.0541791203,0.1477179160,0.2114606783,bom
0.6381816611,0.0361138710,0.1273756295,0.3248340723,0.2964501236,0.5192066457,0.6246107786,0.7057613169,0.1395228551,0.1273756295,0.2964501236,0.1675013012,0.0090053655,0.2998714649,0.2998714649,0.1072671041,0.1395228551,0.1094290051,0.2964501236,0.2964501236,0.6551724138,0.2493027840,0.8109867719,0.7556389817,0.3179218945,0.8196078431,0.0672069475,0.1981820414,0.6998544321,0.3474470539,0.6403459074,0.4979002437,0.2153802305,0.7142857143,0.0713646260,0.2056668274,0.1207456469,0.0307115174,0.2340123217,0.1901613338,0.7812500000,0.1744930391,0.7269639862,0.1273756295,0.0277777778,0.4532916402,0.0447761194,0.0607734807,0.0823045267,0.1346801347,0.2228915663,0.8247126437,0.0050915144,0.0065059093,0.0324393873,0.0258214633,0.0122117966,0.0198699157,0.0266614730,0.0420503902,0.0435584219,0.0605192739,0.2082837069,0.2112419439,bom
0.5859443246,0.0085604263,0.0706594955,0.2115400280,0.2007058808,0.6875784016,0.4388271764,0.7962962963,0.1372408005,0.0706594955,0.2007058808,0.1510789861,0.0176741323,0.2168530296,0.2168530296,0.2213620838,0.1372408005,0.1865309988,0.2007058808,0.2007058808,0.7448275862,0.1767946623,0.6603867628,0.8868797696,0.2161442364,0.8117647059,0.0475633764,0.1615510351,0.6971763728,0.3041409242,0.6594636109,0.5593729728,0.1468131197,0.8392857143,0.0464832243,0.1530416961,0.1192627517,0.0291132064,0.1519028781,0.1354783824,0.5625000000,0.3601204936,0.7932038064,0.0706594955,0.2222222222,0.4262937477,0.0746268657,0.0331491713,0.0987654321,0.0841750842,0.1114457831,0.1580459770,0.0050012291,0.0044120596,0.0339433537,0.0400047137,0.0159278774,0.0121535800,0.0217709813,0.0328786902,0.0276482301,0.0343290652,0.0400950325,0.1308520670,bom
0.4971728349,0.1408522296,0.0762479935,0.2337412363,0.2113829385,0.4980068575,0.4399599742,0.8086419753,0.0850834273,0.0762479935,0.2113829385,0.1608699661,0.0051063107,0.2418121718,0.2418121718,0.0669592352,0.0850834273,0.0751068405,0.2113829385,0.2113829385,0.7931034483,0.1417897522,0.8796020239,0.8202148886,0.2455786854,0.7843137255,0.0559140104,0.1807619607,0.7532681352,0.3318284807,0.6485830105,0.5931304433,0.1747977640,0.6964285714,0.0542838495,0.1706112294,0.1217978093,0.0344574320,0.2056527239,0.1895842522,0.5937500000,0.3040368646,0.7146050011,0.0762479935,0.4166666667,0.4509062008,0.0149253731,0.1436464088,0.1358024691,0.1313131313,0.4759036145,0.7614942529,0.0227953143,0.0050777647,0.0026970378,0.0046167790,0.0036569190,0.0064261832,0.0097980500,0.0074671015,0.0252156106,0.0342462469,0.0405924508,0.1791139252,bom
0.5027508661,0.0582117930,0.0776880746,0.2274226092,0.2140784466,0.4836506565,0.5601657086,0.7674897119,0.1588224247,0.0776880746,0.2140784466,0.1558112036,0.0158946366,0.2290230353,0.2290230353,0.2571415790,0.1588224247,0.1698044196,0.2140784466,0.2140784466,0.7448275862,0.1808459596,0.6236483800,0.8298677630,0.2324308561,0.8431372549,0.0435323513,0.1483800779,0.7015550843,0.2836867975,0.7144113850,0.5790191922,0.1685419543,0.6964285714,0.0454670719,0.1506652241,0.1482606620,0.0420472905,0.1600559920,0.1685606072,0.5625000000,0.3228063356,0.7333787891,0.0776880746,0.2500000000,0.4036906869,0.0149253731,0.1215469613,0.1440329218,0.2188552189,0.6746987952,0.6379310345,0.0062209187,0.0117950872,0.0396564741,0.0059479744,0.0054579461,0.0116146848,0.0207572922,0.0219873290,0.0443471001,0.0553807052,0.0551038735,0.1428340014,bom
0.6068811087,0.0450198567,0.1213329595,0.3103913029,0.2873303937,0.5232208067,0.4993370199,0.5082304527,0.1596314910,0.1213329595,0.2873303937,0.1513243956,0.0103298297,0.2420834189,0.2420834189,0.1593857503,0.1596314910,0.1132203346,0.2873303937,0.2873303937,0.6068965517,0.2905514287,0.7391910253,0.8941600248,0.3214486487,0.0392156863,0.0708222536,0.2094800221,0.5225538861,0.3870535351,0.5899492130,0.7431144429,0.1855978831,0.5892857143,0.0708800915,0.2047265202,0.1951969715,0.0650199662,0.2677477421,0.2250203092,0.5937500000,0.3132530120,0.6555026351,0.1213329595,0.8333333333,0.4721106757,0.5223880597,0.2209944751,0.1810699588,0.1481481481,0.1204819277,0.1005747126,0.0194813112,0.0808806903,0.1718968404,0.1121218975,0.0540210217,0.0407529874,0.0829729663,0.1842336951,0.0491268337,0.0681933069,0.1611173489,0.1585537377,bom
0.7152935326,0.0714452624,0.2211356378,0.4338021825,0.4183994822,0.5516126335,0.3896922844,0.7345679012,0.2480529851,0.2211356378,0.4183994822,0.1868862989,0.0197799259,0.4357539689,0.4357539689,0.1920589018,0.2480529851,0.1164678085,0.4183994822,0.4183994822,0.8620689655,0.0911889886,0.6735753025,0.7434311952,0.4188175315,0.8196078431,0.1357299811,0.3006235204,0.6819286854,0.4663303673,0.4720588119,0.4315759114,0.2692101640,0.8035714286,0.1578042565,0.3430831645,0.1229189174,0.0228635411,0.2713835002,0.1052765775,0.5937500000,0.3316853070,0.8258155882,0.2211356378,0.7222222222,0.5774313035,0.0746268657,0.0276243094,0.0205761317,0.0303030303,0.0301204819,0.0804597701,0.1293163110,0.0380877556,0.0465896230,0.0246798643,0.0941824641,0.0996302145,0.0609904844,0.0959211752,0.0669653532,0.0745146186,0.2195491507,0.2897454548,regular
0.7254864612,0.0167834710,0.1270600808,0.3167993531,0.2959788769,0.2444735595,0.6613047807,0.6954732510,0.1605683684,0.1270600808,0.2959788769,0.1497541540,0.0116573732,0.2914690967,0.2914690967,0.1519003811,0.1605683684,0.1006285459,0.2959788769,0.2959788769,0.7103448276,0.2081839821,0.7476217132,0.8062763943,0.3164074929,0.0352941176,0.0687268359,0.2146542035,0.5889489559,0.3839595671,0.6272096895,0.6992357060,0.2097120361,0.6250000000,0.0593653077,0.1814837366,0.0939263063,0.0199439362,0.1567606136,0.0863792335,0.4687500000,0.4206969590,0.8467794892,0.1270600808,0.6944444444,0.4883308819,0.0000000000,0.0276243094,0.0493827160,0.0808080808,0.1325301205,0.1293103448,0.0262375848,0.0209815106,0.0192476348,0.0500815992,0.0407732627,0.0917068777,0.0403471634,0.0800549367,0.0627362157,0.0755108391,0.1132826889,0.1817147656,bom
0.7207616705,0.0234720530,0.1764337121,0.3828924449,0.3641303786,0.4797479999,0.4093779184,0.6131687243,0.2796375625,0.1764337121,0.3641303786,0.1757026362,0.0238721907,0.3369964730,0.3369964730,0.3035574872,0.2796375625,0.1949884719,0.3641303786,0.3641303786,0.6137931034,0.2781569799,0.5786067976,0.8222943067,0.3767309915,0.0352941176,0.1407897316,0.3207905389,0.5304626502,0.5071134700,0.4934994221,0.6101388094,0.3066295133,0.6964285714,0.1456733054,0.3264268509,0.1714254220,0.0544086300,0.3834113586,0.2024277491,0.5312500000,0.3514829571,0.6920894988,0.1764337121,0.1666666667,0.3890700031,0.1492537313,0.0828729282,0.0905349794,0.1010101010,0.0843373494,0.0919540230,0.0109173859,0.0384079682,0.0704077868,0.1844808455,0.0404917647,0.2655725828,0.0869784018,0.1851268459,0.1088738342,0.0870889341,0.2096730535,0.2866772201,regular
0.7356676342,0.0348462000,0.1170602571,0.3071197679,0.2807556950,0.7848660553,0.5618225971,0.7921810700,0.1810080930,0.1170602571,0.2807556950,0.1595802189,0.0130059590,0.2987909399,0.2987909399,0.2134375183,0.1810080930,0.1773233293,0.2807556950,0.2807556950,0.7793103448,0.1562281820,0.6753260697,0.8871014233,0.3090584492,0.8313725490,0.0729224925,0.2118718117,0.6901332818,0.3823121977,0.6127632797,0.6726029181,0.2131711240,0.5892857143,0.0746919736,0.2120494458,0.1863788296,0.0658393428,0.2971823410,0.2583717620,0.5625000000,0.3507919541,0.6249819813,0.1170602571,0.7500000000,0.4484344627,0.0447761194,0.0497237569,0.1111111111,0.1010101010,0.1084337349,0.1034482759,0.0074798563,0.0065778767,0.0137877840,0.0261110731,0.0222909216,0.0240524954,0.0131410854,0.0475732653,0.0451922734,0.0600252151,0.1182773730,0.2036989289,bom
0.7521726697,0.0606840475,0.1363405324,0.3364298442,0.3096209654,0.4870515429,0.4487649380,0.6440329218,0.1868377195,0.1363405324,0.3096209654,0.1735261000,0.0138083864,0.3075924140,0.3075924140,0.1910864711,0.1868377195,0.1570368675,0.3096209654,0.3096209654,0.6965517241,0.2193277646,0.6971074781,0.8674365093,0.3374638304,0.8862745098,0.0983272916,0.2577498203,0.6600535111,0.4329418150,0.5790434038,0.5812103833,0.2726988999,0.6964285714,0.0999097926,0.2568126808,0.1447305310,0.0483521431,0.3560687758,0.2541767775,0.6250000000,0.3039271485,0.6409995842,0.1363405324,0.5833333333,0.4650806066,0.2686567164,0.1160220994,0.0864197531,0.1010101010,0.0963855422,0.0977011494,0.0161667448,0.0352990957,0.0491746620,0.0400702201,0.0520543994,0.0654206210,0.0499223722,0.0782166003,0.0449192715,0.0814350861,0.1625793666,0.2189624965,bom
0.7226117109,0.0072543481,0.0811762595,0.2523611319,0.2205182784,0.5449781172,0.5417815259,0.8497942387,0.0954845280,0.0811762595,0.2205182784,0.1419402413,0.0030309299,0.2533389953,0.2533389953,0.0839626699,0.0954845280,0.0730815553,0.2205182784,0.2205182784,0.8275862069,0.1141989701,0.8430911349,0.9103184617,0.2776287550,0.8274509804,0.0469808614,0.1269621412,0.7523814530,0.2364189074,0.6918628043,0.4025454187,0.1682575359,0.7678571429,0.0723309376,0.2075337297,0.4662500826,0.2769546287,0.4152368360,0.5449994137,0.5937500000,0.2948207171,0.3211714854,0.0811762595,0.5555555556,0.5521760723,0.0149253731,0.2044198895,0.1851851852,0.1616161616,0.1837349398,0.1752873563,0.0076648036,0.0030536044,0.0146893920,0.0211886043,0.0065837707,0.0067752576,0.0026469043,0.0211911601,0.0183914087,0.0450935081,0.0542382659,0.1034740520,bom
